2017-1-1,433,474,14,140,6579,5
2017-1-2,158,166,13,80,2550,27
2017-1-3,214,227,22,114,4317,8
2017-1-4,235,252,20,126,5542,8
2017-1-5,247,272,17,108,5888,10
2017-1-6,162,166,13,80,3396,10
2017-1-7,181,184,18,73,3508,8
2017-1-8,21,26,10,28,700,40
2017-1-9,24,41,7,32,621,34
2017-1-10,13,30,7,24,625,38
2017-1-11,35,52,20,48,1179,23
2017-1-12,27,45,13,41,712,42
2017-1-13,14,35,11,29,621,53
2017-1-14,24,41,20,40,904,40
2017-1-15,69,86,15,59,1158,14
2017-1-16,105,110,16,66,1492,10
2017-1-17,119,126,20,59,1546,31
2017-1-18,34,45,17,43,488,29
2017-1-19,39,81,10,34,867,33
2017-1-20,18,29,7,23,796,49
2017-1-21,25,43,10,28,654,38
2017-1-22,17,26,10,30,588,40
2017-1-23,37,43,15,43,1000,20
2017-1-24,77,82,26,69,1725,20
2017-1-25,151,152,30,81,2488,18
2017-1-26,142,153,22,69,2662,40
2017-1-27,46,60,18,26,712,56
2017-1-28,282,331,68,64,2550,17
2017-1-29,24,63,6,13,425,49
2017-1-30,26,29,10,17,775,56
2017-1-31,45,56,22,29,871,42
2017-2-1,23,35,14,21,712,47
2017-2-2,70,74,30,51,1812,25
2017-2-3,110,116,40,72,2067,19
2017-2-4,155,157,36,69,2146,32
2017-2-5,13,21,9,21,550,61
2017-2-6,19,29,13,35,692,41
2017-2-7,78,84,18,65,1421,23
2017-2-8,27,41,6,21,596,49
2017-2-9,9,25,3,17,504,60
2017-2-10,9,41,6,17,408,46
2017-2-11,31,46,16,27,629,46
2017-2-12,69,88,27,63,1762,17
2017-2-13,49,65,17,49,1383,28
2017-2-14,171,181,23,82,2588,10
2017-2-15,240,240,28,105,2979,19
2017-2-16,94,97,13,43,1146,65
2017-2-17,23,36,9,33,675,50
2017-2-18,74,103,21,67,1025,21
2017-2-19,95,136,24,73,1446,33
2017-2-20,10,26,5,18,408,47
2017-2-21,45,56,9,40,750,4
2017-2-22,77,79,7,46,1046,29
2017-2-23,16,23,9,31,654,52
2017-2-24,19,28,10,31,562,41
2017-2-25,14,21,8,31,604,49
2017-2-26,33,47,13,48,804,33
2017-2-27,51,70,12,64,1033,28
