2014-1-1,48,110,33,67,1712,33
2014-1-2,99,152,76,109,4667,14
2014-1-3,42,104,27,44,2929,44
2014-1-4,129,157,43,90,4933,12
2014-1-5,93,107,31,80,4454,22
2014-1-6,144,141,39,78,4158,12
2014-1-7,94,91,25,58,2700,38
2014-1-8,15,21,13,24,704,51
2014-1-9,30,51,18,35,933,52
2014-1-10,84,113,64,99,2888,12
2014-1-11,113,139,75,104,3446,19
2014-1-12,26,46,23,38,850,55
2014-1-13,90,114,65,90,2733,17
2014-1-14,98,113,72,89,2838,18
2014-1-15,171,188,81,116,3933,18
2014-1-16,396,404,117,158,5804,20
2014-1-17,166,182,56,56,2508,17
2014-1-18,66,67,16,30,771,10
2014-1-19,124,176,66,81,2771,32
2014-1-20,9,33,6,14,400,69
2014-1-21,47,53,34,52,1379,38
2014-1-22,106,113,64,100,3079,16
2014-1-23,195,204,110,124,4208,17
2014-1-24,160,165,97,119,4075,16
2014-1-25,25,38,29,42,1467,29
2014-1-26,71,87,58,47,1192,41
2014-1-27,88,111,50,56,2100,41
2014-1-28,44,74,31,38,1204,58
2014-1-29,115,123,70,85,2575,16
2014-1-30,70,85,35,39,1346,62
2014-1-31,169,200,62,54,1604,24
2014-2-1,132,122,34,53,1892,14
2014-2-2,74,84,17,31,1512,50
2014-2-3,5,27,7,4,396,85
2014-2-4,43,57,28,19,796,68
2014-2-5,96,103,64,55,1925,29
2014-2-6,115,107,71,72,2258,21
2014-2-7,94,65,24,61,1429,20
2014-2-8,51,36,13,26,946,37
2014-2-9,8,10,10,14,475,63
2014-2-10,32,29,27,40,979,46
2014-2-11,90,89,48,80,2192,21
2014-2-12,111,100,49,83,2342,27
2014-2-13,192,171,40,91,2717,12
2014-2-14,296,277,68,115,3338,15
2014-2-15,380,349,91,133,4171,17
2014-2-16,318,271,76,103,4425,32
2014-2-17,106,76,75,78,2371,41
2014-2-18,71,56,39,62,1342,38
2014-2-19,62,58,31,64,1388,38
2014-2-20,223,235,37,96,2792,15
2014-2-21,288,297,62,116,3212,15
2014-2-22,264,284,94,115,3717,16
2014-2-23,199,226,106,97,3621,15
2014-2-24,243,290,118,106,4317,14
2014-2-25,244,268,70,107,4188,8
2014-2-26,227,252,49,76,2546,10
2014-2-27,16,11,10,21,575,79
2014-2-28,105,111,39,81,1838,21
2014-3-1,83,102,28,69,1929,41
2014-3-2,146,196,62,110,3088,22
2014-3-3,230,264,81,117,4446,11
2014-3-4,61,59,30,47,2396,52
2014-3-5,27,44,16,47,2929,53
2014-3-6,16,28,14,32,1233,61
2014-3-7,57,86,30,77,488,30
2014-3-8,129,166,67,118,2271,24
2014-3-9,102,132,42,86,1921,40
2014-3-10,39,50,22,55,1067,6
2014-3-11,97,110,49,51,1475,38
2014-3-12,9,9,8,15,371,76
2014-3-13,18,97,11,30,688,68
2014-3-14,24,95,12,29,592,73
2014-3-15,97,197,42,105,1904,29
2014-3-16,116,196,73,86,2100,52
2014-3-17,87,247,23,50,1021,50
2014-3-18,35,130,17,38,638,73
2014-3-19,43,102,17,56,783,49
2014-3-20,16,50,9,29,558,68
2014-3-21,35,124,13,59,871,46
2014-3-22,55,188,18,75,1129,42
2014-3-23,141,219,40,85,1758,70
2014-3-24,233,283,47,116,2079,52
2014-3-25,222,266,42,112,2046,66
2014-3-26,269,329,42,122,2104,66
2014-3-27,266,310,23,119,2362,8
2014-3-28,132,167,20,73,1696,38
2014-3-29,46,105,10,43,562,59
2014-3-30,37,109,11,61,600,48
2014-3-31,123,218,24,104,1504,36
2014-4-1,108,128,13,77,904,59
2014-4-2,107,203,18,74,1008,68
2014-4-3,27,106,7,47,483,60
2014-4-4,37,173,8,50,579,58
2014-4-5,27,105,8,35,421,76
2014-4-6,65,209,16,74,825,48
2014-4-7,105,232,20,91,950,55
2014-4-8,183,291,33,105,1504,82
2014-4-9,113,242,16,72,1038,61
2014-4-10,84,445,25,59,1254,49
2014-4-11,66,162,15,81,946,40
2014-4-12,98,164,23,80,1283,69
2014-4-13,178,166,16,74,954,42
2014-4-14,58,64,6,22,412,26
2014-4-15,99,174,16,79,1058,41
2014-4-16,80,149,12,72,1100,34
2014-4-17,99,152,10,86,2462,41
2014-4-18,155,161,11,85,1925,53
2014-4-19,66,105,12,77,788,54
2014-4-20,61,92,7,66,671,48
2014-4-21,51,119,9,76,792,48
2014-4-22,61,135,9,66,679,67
2014-4-23,125,195,19,50,979,76
2014-4-24,130,162,15,44,942,87
2014-4-25,129,190,14,79,958,65
2014-4-26,32,84,10,26,442,41
2014-4-27,57,116,15,73,746,54
2014-4-28,73,126,11,69,758,71
2014-4-29,100,186,14,75,958,86
2014-4-30,112,199,19,74,1104,101
