2013-3-1,8,12,15,10,325,75
2013-3-2,33,41,40,50,733,35
2013-3-3,58,81,38,46,946,28
2013-3-4,15,46,26,35,525,56
2013-3-5,31,121,50,66,1233,88
2013-3-6,168,195,66,87,2096,80
2013-3-7,206,222,64,122,2466,64
2013-3-8,195,232,59,89,2208,86
2013-3-9,52,143,28,32,771,102
2013-3-10,44,69,32,47,762,91
2013-3-11,120,142,73,72,1296,71
2013-3-12,107,105,30,82,1208,42
2013-3-13,11,16,15,19,296,85
2013-3-14,108,121,32,78,1471,79
2013-3-15,221,224,50,102,1937,45
2013-3-16,236,224,48,83,1954,78
2013-3-17,280,286,66,106,2416,100
2013-3-18,95,116,10,33,800,88
2013-3-19,29,15,4,29,479,40
2013-3-20,36,33,7,33,592,55
2013-3-21,122,130,21,62,1312,28
2013-3-22,65,107,20,34,638,59
2013-3-23,40,53,29,21,796,44
2013-3-24,12,21,6,3,225,70
2013-3-25,92,119,33,5,687,34
2013-3-26,182,210,32,5,1675,22
2013-3-27,94,132,12,5,1367,56
2013-3-28,19,39,8,20,796,78
2013-3-29,47,81,24,34,842,48
2013-3-30,81,126,60,39,1500,56
2013-3-31,152,182,25,40,1025,26
2013-4-1,129,140,20,27,1129,54
2013-4-2,77,116,21,40,908,68
2013-4-3,105,204,30,37,1062,81
2013-4-4,59,86,41,37,1575,41
2013-4-5,45,34,9,11,808,60
2013-4-6,15,30,5,14,446,61
2013-4-7,68,114,39,37,1237,48
2013-4-8,19,66,3,2,350,91
2013-4-9,11,17,3,1,412,103
2013-4-10,9,12,4,18,158,85
2013-4-11,12,43,5,59,112,67
2013-4-12,56,121,17,53,683,47
2013-4-13,47,87,12,25,412,66
2013-4-14,28,86,10,24,392,81
2013-4-15,70,197,46,45,1212,69
2013-4-16,52,137,34,27,829,86
2013-4-17,49,89,24,29,621,81
2013-4-18,12,34,5,7,108,90
2013-4-19,44,79,20,30,542,68
2013-4-20,74,95,11,41,696,66
2013-4-21,118,158,26,58,721,61
2013-4-22,172,195,42,62,1150,37
2013-4-23,175,176,16,59,1075,18
2013-4-24,43,40,5,20,500,54
2013-4-25,10,21,3,8,350,90
2013-4-26,48,94,23,27,488,86
2013-4-27,59,131,38,29,829,112
2013-4-28,82,134,55,43,1496,101
2013-4-29,15,50,3,4,192,109
2013-4-30,18,53,7,15,283,88
2013-5-1,34,100,24,28,617,95
2013-5-2,72,128,44,39,1121,104
2013-5-3,55,86,22,26,754,130
2013-5-4,98,148,22,47,767,102
2013-5-5,137,215,38,44,1042,135
2013-5-6,187,228,26,33,1167,151
2013-5-7,0,0,0,0,0,0
2013-5-8,0,0,0,0,0,0
2013-5-9,0,0,0,0,0,0
2013-5-10,0,0,0,0,0,0
2013-5-11,0,0,0,0,0,0
2013-5-12,0,0,0,0,0,0
2013-5-13,0,0,0,0,0,0
2013-5-14,0,0,0,0,0,0
2013-5-15,25,85,25,23,379,87
2013-5-16,49,118,31,43,850,114
2013-5-17,109,147,38,52,1200,107
2013-5-18,135,166,29,56,1021,79
2013-5-19,43,145,8,25,438,74
2013-5-20,30,126,11,32,338,82
2013-5-21,72,214,38,43,696,124
2013-5-22,75,184,38,46,996,127
2013-5-23,63,117,32,44,1316,105
2013-5-24,58,109,17,27,1200,95
2013-5-25,44,110,18,33,846,135
2013-5-26,84,119,22,32,1208,64
2013-5-27,30,36,3,16,450,93
2013-5-28,79,97,4,51,821,25
2013-5-29,11,44,3,16,238,78
2013-5-30,35,119,11,40,504,113
2013-5-31,79,173,26,41,950,138
2013-6-1,58,108,10,25,650,101
2013-6-2,133,217,54,44,2558,73
2013-6-3,103,132,8,24,1283,126
2013-6-4,91,126,12,30,1408,99
2013-6-5,93,100,4,32,1525,33
2013-6-6,96,92,5,40,1937,9
2013-6-7,99,108,5,38,1687,5
2013-6-8,112,125,4,37,1704,5
2013-6-9,36,46,2,22,587,28
2013-6-10,16,36,2,27,0,35
2013-6-11,46,62,4,23,183,85
2013-6-12,62,80,10,28,512,115
