2014-1-1,49,122,29,74,1317,18
2014-1-2,113,184,81,98,3425,2
2014-1-3,44,108,36,60,1138,25
2014-1-4,115,167,41,82,2358,1
2014-1-5,74,103,44,72,1779,15
2014-1-6,122,130,38,63,1758,7
2014-1-7,96,115,43,66,1833,21
2014-1-8,14,27,11,32,479,41
2014-1-9,29,139,18,42,733,31
2014-1-10,69,142,56,82,1821,3
2014-1-11,124,162,73,104,3021,1
2014-1-12,24,40,28,42,654,25
2014-1-13,90,110,67,86,2075,4
2014-1-14,93,103,71,87,2258,4
2014-1-15,178,204,86,103,3004,5
2014-1-16,374,397,128,134,4871,4
2014-1-17,198,182,64,87,2617,6
2014-1-18,92,95,47,80,1854,10
2014-1-19,122,202,73,81,2683,13
2014-1-20,10,32,5,23,321,52
2014-1-21,43,52,42,56,1012,21
2014-1-22,128,145,90,103,2608,3
2014-1-23,221,252,128,126,4458,1
2014-1-24,138,151,81,87,2621,3
2014-1-25,18,36,22,42,671,26
2014-1-26,53,80,45,47,800,35
2014-1-27,83,113,61,66,1775,20
2014-1-28,41,77,25,48,883,37
2014-1-29,119,140,75,93,2296,3
2014-1-30,68,88,43,51,1188,34
2014-1-31,140,170,58,49,1438,14
2014-2-1,136,131,51,69,1904,2
2014-2-2,72,108,18,34,1254,38
2014-2-3,6,29,4,7,317,67
2014-2-4,28,42,18,23,604,52
2014-2-5,91,101,69,53,1558,22
2014-2-6,119,115,70,79,2150,14
2014-2-7,89,64,25,61,1300,16
2014-2-8,55,39,19,34,912,24
2014-2-9,10,11,20,22,438,29
2014-2-10,21,24,22,37,567,12
2014-2-11,101,105,64,79,1912,12
2014-2-12,120,117,59,83,2142,10
2014-2-13,191,190,68,84,2996,9
2014-2-14,268,271,86,101,3112,6
2014-2-15,396,388,128,116,3812,5
2014-2-16,314,279,112,99,3529,19
2014-2-17,76,54,66,65,1838,32
2014-2-18,63,58,33,59,1071,28
2014-2-19,59,59,41,63,1171,25
2014-2-20,217,228,41,83,2558,3
2014-2-21,237,260,78,108,2779,3
2014-2-22,251,290,111,108,3554,2
2014-2-23,186,220,118,82,3454,6
2014-2-24,231,323,145,124,4771,1
2014-2-25,234,283,70,97,3892,1
2014-2-26,257,240,55,64,2025,4
2014-2-27,18,7,19,31,458,48
2014-2-28,84,87,41,73,1442,14
2014-3-1,71,79,45,69,1296,33
2014-3-2,131,162,66,100,2704,15
2014-3-3,218,247,114,104,4583,2
2014-3-4,56,64,33,51,1196,40
2014-3-5,21,30,19,45,604,42
2014-3-6,15,23,16,38,504,51
2014-3-7,53,72,29,65,1179,26
2014-3-8,142,162,77,108,2596,12
2014-3-9,94,110,49,81,1696,33
2014-3-10,82,98,51,86,1817,15
2014-3-11,150,253,91,104,2567,29
2014-3-12,12,45,10,32,350,64
2014-3-13,21,78,16,42,592,55
2014-3-14,23,75,16,37,471,63
2014-3-15,97,169,48,107,1488,21
2014-3-16,113,179,78,78,2096,52
2014-3-17,94,244,29,61,1179,37
2014-3-18,36,114,16,39,483,69
2014-3-19,50,95,18,55,825,43
2014-3-20,14,35,6,33,425,60
2014-3-21,26,57,10,50,658,53
2014-3-22,50,114,18,64,917,46
2014-3-23,125,161,45,70,1454,82
2014-3-24,215,237,59,109,1883,53
