2014-1-1,49,169,27,70,1367,18
2014-1-2,152,192,91,94,3438,1
2014-1-3,50,115,34,48,1083,25
2014-1-4,122,158,55,79,2304,1
2014-1-5,90,117,42,71,1850,11
2014-1-6,125,132,60,65,2033,3
2014-1-7,105,99,45,61,1671,13
2014-1-8,15,16,16,21,567,34
2014-1-9,36,43,24,39,804,23
2014-1-10,61,89,58,76,1642,3
2014-1-11,109,155,77,99,2700,1
2014-1-12,21,41,23,35,683,29
2014-1-13,79,109,73,82,1925,4
2014-1-14,88,104,82,81,2367,4
2014-1-15,153,184,89,97,2671,5
2014-1-16,358,397,134,134,4942,4
2014-1-17,124,134,65,66,2179,14
2014-1-18,60,85,45,66,1417,11
2014-1-19,110,206,78,72,2604,14
2014-1-20,9,38,8,7,175,50
2014-1-21,39,60,34,40,825,25
2014-1-22,120,145,80,94,2438,4
2014-1-23,214,244,129,122,4104,1
2014-1-24,151,169,89,87,2725,6
2014-1-25,19,33,23,30,600,29
2014-1-26,45,72,44,38,762,34
2014-1-27,87,112,62,57,1662,17
2014-1-28,39,70,24,42,854,37
2014-1-29,120,138,79,79,2292,3
2014-1-30,61,78,39,40,1100,38
2014-1-31,132,162,67,50,1329,15
2014-2-1,130,128,57,60,1796,2
2014-2-2,64,90,17,26,1133,40
2014-2-3,6,30,6,8,354,67
2014-2-4,25,36,19,22,583,52
2014-2-5,88,101,56,45,1504,20
2014-2-6,120,118,69,65,2000,11
2014-2-7,84,60,33,53,1283,13
2014-2-8,53,38,19,28,1008,27
2014-2-9,9,10,16,16,458,54
2014-2-10,20,20,19,33,654,43
2014-2-11,96,94,56,66,1825,9
2014-2-12,120,110,48,72,2221,7
2014-2-13,184,174,67,74,2571,1
2014-2-14,230,235,72,93,3012,5
2014-2-15,402,400,96,107,3617,5
2014-2-16,321,292,80,86,3162,18
2014-2-17,81,78,61,62,1800,25
2014-2-18,64,72,32,55,1038,24
2014-2-19,63,73,37,53,1221,26
2014-2-20,211,226,39,78,2262,3
2014-2-21,248,271,76,99,2562,6
2014-2-22,261,304,111,105,3612,4
2014-2-23,197,230,130,82,3442,3
2014-2-24,222,284,130,108,4083,3
2014-2-25,270,279,59,87,3850,1
2014-2-26,249,235,54,58,1962,7
2014-2-27,16,10,12,24,462,56
2014-2-28,89,101,34,74,1438,8
2014-3-1,81,96,39,58,1488,33
2014-3-2,137,166,70,91,2583,14
2014-3-3,224,254,115,98,4479,2
2014-3-4,60,70,30,40,1196,45
2014-3-5,21,36,15,46,633,36
2014-3-6,14,26,12,31,521,52
2014-3-7,52,78,26,58,1083,23
2014-3-8,147,175,74,97,2392,9
2014-3-9,97,118,45,75,1492,22
2014-3-10,81,102,54,77,1679,12
2014-3-11,156,196,86,88,2404,31
2014-3-12,10,20,9,22,421,63
2014-3-13,23,86,14,42,608,41
2014-3-14,22,87,13,32,496,56
2014-3-15,102,200,47,99,1538,15
2014-3-16,114,213,77,72,2075,43
2014-3-17,85,255,28,56,1121,39
2014-3-18,38,136,15,44,579,56
2014-3-19,53,113,17,53,821,37
2014-3-20,12,30,5,23,362,61
2014-3-21,28,80,13,53,596,43
2014-3-22,58,151,18,68,929,37
2014-3-23,132,187,42,87,1429,61
2014-3-24,230,269,55,115,1921,40
2014-3-25,215,255,45,114,1617,57
2014-3-26,288,346,51,125,1992,45
2014-3-27,246,293,38,106,2258,3
2014-3-28,123,160,25,65,1471,31
2014-3-29,41,67,10,37,508,58
2014-3-30,36,93,11,69,538,39
2014-3-31,144,194,36,89,1750,38
2014-4-1,116,119,20,76,962,55
2014-4-2,102,166,27,67,871,69
2014-4-3,26,100,7,43,450,49
2014-4-4,33,144,9,45,579,47
2014-4-5,26,102,7,39,446,60
2014-4-6,61,181,13,66,662,48
2014-4-7,99,205,23,83,762,59
2014-4-8,180,260,42,98,1488,74
2014-4-9,124,253,23,60,871,64
2014-4-10,108,391,33,58,1258,38
2014-4-11,72,116,22,71,962,45
2014-4-12,109,155,28,84,1442,45
2014-4-13,171,216,29,88,1258,71
2014-4-14,240,268,36,89,1842,73
2014-4-15,90,160,17,53,775,34
2014-4-16,64,126,14,82,767,26
2014-4-17,98,160,25,82,1254,45
2014-4-18,133,155,18,73,1317,49
2014-4-19,62,112,17,83,750,36
2014-4-20,67,102,10,72,692,42
2014-4-21,58,118,9,69,538,47
2014-4-22,70,145,12,75,571,60
2014-4-23,135,193,27,49,879,83
2014-4-24,118,146,20,48,717,87
2014-4-25,144,215,21,93,1062,57
2014-4-26,52,64,2,17,208,36
2014-4-27,0,0,0,0,0,0
2014-4-28,0,0,0,0,0,0
2014-4-29,66,93,15,36,558,74
2014-4-30,117,177,22,74,842,91
2014-5-1,126,199,19,54,708,86
2014-5-2,39,59,3,23,338,71
2014-5-3,59,188,8,44,504,49
2014-5-4,39,58,2,18,379,68
2014-5-5,40,60,4,44,479,54
2014-5-6,83,126,28,57,892,55
2014-5-7,71,130,15,54,1058,53
2014-5-8,92,143,18,61,992,77
2014-5-9,65,119,34,55,1212,70
2014-5-10,57,98,31,56,1167,67
2014-5-11,25,28,4,33,825,64
2014-5-12,36,77,8,50,596,64
2014-5-13,56,130,12,59,604,59
2014-5-14,24,82,5,30,300,61
2014-5-15,73,226,9,67,571,41
2014-5-16,61,151,12,59,571,71
2014-5-17,68,151,25,71,883,90
2014-5-18,104,226,27,61,833,111
2014-5-19,111,182,16,59,833,121
2014-5-20,95,169,11,50,883,103
2014-5-21,113,192,26,60,1258,113
2014-5-22,151,247,18,76,1296,94
2014-5-23,85,168,20,55,654,126
2014-5-24,79,111,6,45,788,40
2014-5-25,78,138,2,30,488,57
2014-5-26,29,87,4,66,471,55
2014-5-27,36,103,4,43,333,58
2014-5-28,37,37,9,74,542,83
2014-5-29,56,56,12,97,788,93
2014-5-30,91,148,36,75,1342,155
2014-5-31,115,248,49,75,2096,139
2014-6-1,49,63,3,32,512,124
2014-6-2,31,44,3,36,421,96
2014-6-3,40,53,7,60,542,95
2014-6-4,58,58,9,72,712,87
2014-6-5,69,69,11,57,671,113
2014-6-6,58,58,10,54,908,48
2014-6-7,12,12,2,34,304,57
2014-6-8,30,30,7,62,612,39
2014-6-9,31,31,6,50,504,66
2014-6-10,77,77,7,55,1142,72
2014-6-11,46,46,3,41,704,68
2014-6-12,31,31,7,58,471,80
2014-6-13,60,60,8,57,808,90
